validator,message_class_id,message_template,severity_as_emitted,objects,adjudication,rule,citation_section,citation_table,citation_quote,rationale
dciodvfy,1e4a12f7713b,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-419> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,1e7e8cd8a5b3,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-080> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,1eaea86861c7,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-391> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,1fc540bd69f2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-042> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,2023249e3881,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-001> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,2056b960253e,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-231> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,20a565234f97,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-236> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,21b167f7b90d,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0138> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,220c2430db41,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0155> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,22c8136e38f3,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0028> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,22cdf101b024,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-183> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,23375e106e42,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-190> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,235a586f63d9,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-G0020> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,23a89dba8eb3,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-157> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,23e87f633b71,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0042> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,24221b1b0e58,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-109> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,2499538e2d08,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0153> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,2508e929a0f5,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-355> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,250cdba947c4,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-301> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,254a01af2d7d,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-047> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,25ce17f6b585,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0116> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,261881c027dc,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0133> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,26467c8c388f,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0147> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,276f092209cd,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-221> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,27ba21cb2936,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-222> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,284cdb625ca3,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-389> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,293bcfbec16d,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-B0022> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,29e6e95f6a87,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-G0008> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,2a1b59c8e4b8,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-247> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,2a727fbda9e9,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-176> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,2b06e6c1c65c,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-249> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,2b43e7a7e12f,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-G0026> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,2b8e74946b1d,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-163> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,2caa9a5923d8,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-245> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,2caf3528bfd2,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0072> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,2d6ef6eb7a3d,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-267> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,2db7eac545ae,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-336> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,2dc2dcc6dc7c,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-018> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,2de832c2a2d3,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-063> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,2e00f236f383,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-098> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,2e512f3c1de4,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0034> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,2eb491749e52,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-B0020> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,2eb73b12b09e,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-135> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,2ee37ab935d5,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-070> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,2f4b38dba48b,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-266> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,2ffffc3822ed,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0135> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,304eb623a06c,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-131> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,30655eb21ccb,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <LUNG1-026> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
dciodvfy,306dd7bfc08e,Warning - Value dubious for this VR - (TAG) PN Patient's Name PN [1] = <Lung_Dx-A0007> - Retired Person Name form,Warning,2,PLAUSIBILITY,RETIRED_PN,"not applicable, no requirement is cited by the message",not applicable,,"Named in the rubric as a plausibility heuristic. The message is about the shape of a PN value, a single component with no caret delimiters, which PS3.5 Table 6.2-1 permits for VR PN. No Type and no condition is asserted, and dciodvfy emits it at Warning severity with the word dubious. 1,209 of the 1,224 message classes in this SOP class fall under this rule, one per distinct name value, because the census keys a class on the normalised message text and the value sits inside it."
